,name,price,Sale Price,Category
1556,misk kitchen paper towel rolls(81),215,193,"Toilet Rolls,Tissues"
1557,s7 gentle harmony 190mm x 180mm (1y),290,261,"Toilet Rolls,Tissues"
1558,rose patel regular soft pack 550 s(59),277,249,"Toilet Rolls,Tissues"
1559,hankies flora tissues gold h&h,68,64,"Toilet Rolls,Tissues"
1560,tux facial gear 80*2 ply,73,69,"Toilet Rolls,Tissues"
1561,tux facial 100*2ply,106,95,"Toilet Rolls,Tissues"
1562,rose patel perfumed soft pack 550 s(59),297,267,"Toilet Rolls,Tissues"
1563,d-soft pop up tissues (80x2 ply) (1v),66,62,"Toilet Rolls,Tissues"
1564,hankies compact tissue box 50s 2ply,43,40,"Toilet Rolls,Tissues"
1565,fay pocket tissues bx,133,119,"Toilet Rolls,Tissues"
1566,rose petal party pack 400 colored(59),249,224,"Toilet Rolls,Tissues"
1567,leema party roll(21),330,297,"Toilet Rolls,Tissues"
1568,tamiz party roll (1m),275,247,"Toilet Rolls,Tissues"
1569,jasmine 150 pop-up i.m.c(21),155,139,"Toilet Rolls,Tissues"
1570,lilly toilet roll (1m),65,61,"Toilet Rolls,Tissues"
1571,jasmine toilet rolls economy imc(21),44,41,"Toilet Rolls,Tissues"
1572,hankies toilet roll economy 1x10,344,309,"Toilet Rolls,Tissues"
1573,life style iaghol husk 50 gm(66),345,310,Ispaghol
1574,qarshi ispaghol husk 95 gm jar(45),780,663,Ispaghol
1575,isphaghol husk 50gm,60,57,Ispaghol
1576,life style ispaghol husk 100 gm(66),670,569,Ispaghol
1577,life style iaghol husk 80 gm jar(66),770,654,Ispaghol
1578,shezan iaghol husk 50 gm(47),90,85,Ispaghol
1579,"raaz ispaghol husk 95 gm jarfor id,ad,pr,le,fd zones(42)",237,213,Ispaghol
1580,ben-10choco frosed flakes300,174,156,Cereals
1581,cerelac banana 175 gms(57),198,178,Cereals
1582,fuji gol corn flake 450gm,184,165,Cereals
1583,nestle cerelac rice 25gm(57),23,21,Cereals
1584,nestle cerelac 3 fruit 750 gm(57),1795,1436,Cereals
1585,crispo corn flour 120 gm(59),97,92,Cereals
1586,fauji ch/corn flakes 300,166,149,Cereals
1587,nestle cerelac wheat 25gm(57),45,42,Cereals
1588,best food sagona dana 200 gm(38),170,153,Cereals
1589,fauji puffies 15 gm,4,4,Cereals
1590,m/c gift box new born,285,256,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1591,flying flora  pop,31,29,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1592,black cat talcum powder elegant 70 gm(59),170,153,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1593,nivea body essential rich caring milk 125ml(59),484,435,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1594,caresse honey lotion medium 115 ml(95),274,246,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1595,veet lotion nikhaar 40 gms(04),197,177,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1596,english prickly heat powder active neem m 120 gm(41),263,236,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1597,nivea body essentials sensual musk lotion 250ml(59),656,557,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1598,caresse nail polish remover large100 ml(95),278,250,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1599,all clear hrc 25 gm lemon(95),34,32,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1600,rlx lotion 100 ml silky bright 100 ml(55),205,184,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1601,talcom powder s blue diamond(09),198,178,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1602,nivea body essentials aloevera lotion 250ml(59),656,557,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1603,m/c gift box jungle,395,355,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1604,osem talcum powder-bouquet-m 100 gm (41),163,146,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1605,veet lotion 40 gm dry(04),197,177,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1606,inseguard repellent lotion 60 ml(59),246,221,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1607,rlx lotion 200 ml natural nourishing 200 ml(55),325,292,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1608,forhans silkona honey lotion 200ml,160,144,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1609,diamond protect well lotion 50 ml,58,55,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1610,vaseline lotion healthy white indonesia/uk 100 ml(55),170,153,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1611,black cat talcum powder l 300 gm(59),465,418,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1612,mothercare prickly heat burf l,107,96,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1613,caresse hair remover lotion large rosette 120 ml(95),287,258,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1614,vip talcum f/s pdr tin(09),180,162,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1615,m/c sun b/lotion s,95,90,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1616,rlx lotion 200 ml cocoa moisture 200 ml(55),325,292,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1617,osem talcum powder-lavender-l 175 gm(41),345,310,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1618,mom & me talcum 110 ml (41),155,139,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1619,caresse insta fairness  lotion 200 ml(95),349,314,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1620,johnson baby lotion 200 ml,190,171,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1621,(wrong code)caresse honey lotion 320ml,255,229,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1622,veet lotion normal skin 40 gm(04),197,177,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER
1623,iodize salt raw powder bulk (ob-r),45,42,All/Own Brand/Raw Spices
1624,red chilli  powder raw (ob-r),199,179,All/Own Brand/Raw Spices
1625,white zeera raw bulk (ob-r),677,575,All/Own Brand/Raw Spices
1626,big elaichi raw bulk (ob-r),2240,1792,All/Own Brand/Raw Spices
1627,darchini raw bulk (ob-r),690,586,All/Own Brand/Raw Spices
1628,clove raw bulk (ob-r),1874,1499,All/Own Brand/Raw Spices
1629,non woven w-cutt bag 30 gsm (12x15)  1 pc (king (smc)(1s),10,9,Miscellaneous
1630,freedom s/n 16s,90,85,Miscellaneous
1631,non woven w-cutt bag 30 gsm (18x21) 1 pc (king (smc)(1s),20,19,Miscellaneous
1632,flying paper napkin,30,28,Miscellaneous
1633,stiff hawaye chapal 6 size(01),220,198,Miscellaneous
1634,wiz general purpose cleaner rose 1000ml bottle (60),281,252,Miscellaneous
1635,wiz h/wash 250ml bottle cocunut (60),119,107,Miscellaneous
1636,gluco 200 gms (p.f),21,19,Miscellaneous
1637,wiz h/wash 250ml bottle anti bacterial green (60),124,111,Miscellaneous
1638,cleeno steel ball 20 grm (ob-v),35,33,Miscellaneous
1639,gold flack cigrate per pkt (only for jails)(39),282,253,Miscellaneous
1640,wiz glass cleaner 500ml bottle (60),261,234,Miscellaneous
1641,johnson cotton buts 100 p,132,118,Miscellaneous
1642,wiz bathroom cleaner 250ml bottle (60),118,106,Miscellaneous
1643,h/w style hair gel jar 310 ml,255,229,Miscellaneous
1644,vem dishwash active gel lime cp 250 ml(08),176,158,Detergents Dish Wash/Dish wash Bar
1645,frina spick n span small(76),80,76,Detergents Dish Wash/Dish wash Bar
1646,vim dishwash bar hi jump lemon 250 ml imported(08),230,207,Detergents Dish Wash/Dish wash Bar
1647,rim dish wash bar 120 gm(23),17,16,Detergents Dish Wash/Dish wash Bar
1648,(wrong code) safeguard lemon fresh 95g(10),57,54,Detergents Dish Wash/Dish wash Bar
1649,aspine dishwash liquid very powerful 750 ml (18),350,315,Detergents Dish Wash/Dish wash Bar
1650,rim dish wash bar 240 gm(23),33,31,Detergents Dish Wash/Dish wash Bar
1651,frina flash without grip(76),67,63,Detergents Dish Wash/Dish wash Bar
1652,vim h/wash anti bac bar 90 gm(08),13,12,Detergents Dish Wash/Dish wash Bar
1653,frina scraper(76),170,153,Detergents Dish Wash/Dish wash Bar
1654,kontrol mac fresh dish washing liquid 300 ml(59),94,89,Detergents Dish Wash/Dish wash Bar
1655,shino lemo dishwash clean 140 gm,10,9,Detergents Dish Wash/Dish wash Bar
1656,farina storm regular 3*1(76),122,109,Detergents Dish Wash/Dish wash Bar
1657,vim dishwash bar hi jump lemon 200 gm(08),24,22,Detergents Dish Wash/Dish wash Bar
1658,milan dishwash 100 gm (22),23,21,Detergents Dish Wash/Dish wash Bar
1659,frina storm small(3 in 1),90,85,Detergents Dish Wash/Dish wash Bar
1660,vim bar lem 460gm(08),145,130,Detergents Dish Wash/Dish wash Bar
1661,max lequid 750ml lemon(05),398,358,Detergents Dish Wash/Dish wash Bar
1662,aspine synthetic liquid dishwash  750 ml(18),560,476,Detergents Dish Wash/Dish wash Bar
1663,max paste green 400 gm (05),255,229,Detergents Dish Wash/Dish wash Bar
1664,frina storm regular(76),45,42,Detergents Dish Wash/Dish wash Bar
1665,frina spick n span large(76),137,123,Detergents Dish Wash/Dish wash Bar
1666,shino lemo dishwash bar 100gm,10,9,Detergents Dish Wash/Dish wash Bar
1667,vim dishwash bar hi jump lemon 230 gm(08),74,70,Detergents Dish Wash/Dish wash Bar
1668,tiloyo lobo (dish wash) pack of 12,56,53,Detergents Dish Wash/Dish wash Bar
1669,max paste yellow 400 gms (05),255,229,Detergents Dish Wash/Dish wash Bar
1670,vim dishwash bar hi jump lime 250 ml imported(08),183,164,Detergents Dish Wash/Dish wash Bar
1671,aspine synthetic liquid dishwash  475 ml(18),375,337,Detergents Dish Wash/Dish wash Bar
1672,1-wash dishwash  bar 165 gms(89),23,21,Detergents Dish Wash/Dish wash Bar
1673,max liquid grn 250ml(05),174,156,Detergents Dish Wash/Dish wash Bar
1674,king high power medium gell 500 ml (80),150,135,Detergents Dish Wash/Dish wash Bar
1675,max dishwashing liquid 475 ml(consumer promotion save rs.30/-(05),255,229,Detergents Dish Wash/Dish wash Bar
1676,picasso ball pen grip red 10s (43),159,143,Stationery Items
1677,picasso ball pen ort blue 10s (43),61,57,Stationery Items
1678,schooline lead pensil,5,4,Stationery Items
1679,goldfish pencil colour f/size card board 12s pkt (43),217,195,Stationery Items
1680,"g.f pencil rinter1100,j48jar (43)",394,354,Stationery Items
1681,eco ballpoint blue,5,4,Stationery Items
1682,goldfish face painting c/ b 12s pkt (43),173,155,Stationery Items
1683,goldfish pencil eraser 45s card board box (43),275,247,Stationery Items
1684,picasso ball pen cloud black 10s (43),88,83,Stationery Items
1685,goldfish pencil colour h/size card board 6s pkt (43),62,58,Stationery Items
1686,picasso high lighter 02 bopp (43),104,93,Stationery Items
1687,picasso permanent marker ink 12s (43),14,13,Stationery Items
1688,goldfish ruler 72s card board box (43),660,561,Stationery Items
1689,goldfish fountain pen 24s dilay(43),1483,1186,Stationery Items
1690,g.f pencilautocratplastic48jar (43),826,702,Stationery Items
1691,u click ball point black (1v),10,9,Stationery Items
1692,goldfish pencil colouraluminium 12s can (43),306,275,Stationery Items
1693,piano ball point blue (1v),20,19,Stationery Items
1694,picasso grip bal pen 05 pcs black bopp (43),78,74,Stationery Items
1695,goldfish ink cartidge 40s c/ b box (43),34,32,Stationery Items
1696,golden 7 spice spaghetti 250 gm(32),125,112,Vermicelli Pasta Macaroni Noodle
1697,maggi ndl 65g bowl fre 10 pck ndl,250,225,Vermicelli Pasta Macaroni Noodle
1698,besto spaghetti 500 gm (best food)(38),275,247,Vermicelli Pasta Macaroni Noodle
1699,maggi noodels masala 65 gm(57),24,22,Vermicelli Pasta Macaroni Noodle
1700,golden pasta flavoured 170 gm(32),50,47,Vermicelli Pasta Macaroni Noodle
1701,phool classic vermcelli 200 gm(73),78,74,Vermicelli Pasta Macaroni Noodle
1702,besto macaroni spiral 400 gm pch (38),175,157,Vermicelli Pasta Macaroni Noodle
1703,power puff vegitalbe 15 gm g-food(32),5,4,Vermicelli Pasta Macaroni Noodle
1704,golden macaroni (spring) bag 400 gms(32),170,153,Vermicelli Pasta Macaroni Noodle
1705,macaroni fancy shell 400 gm bake parlor(59),124,111,Vermicelli Pasta Macaroni Noodle
1706,bar b-q macaroni 250 gm(59),71,67,Vermicelli Pasta Macaroni Noodle
1707,kolson vermicellis 225 gm,49,46,Vermicelli Pasta Macaroni Noodle
1708,macaroni fancy screw 400 gm bake parlor(59),124,111,Vermicelli Pasta Macaroni Noodle
1709,penne arrabbiata macaroni 250 gm,73,69,Vermicelli Pasta Macaroni Noodle
1710,knor ndl lemon twist 66g,28,26,Vermicelli Pasta Macaroni Noodle
1711,golden maeroni elbow  400 gm(32),170,153,Vermicelli Pasta Macaroni Noodle
1712,crispo spagahtti(59),227,204,Vermicelli Pasta Macaroni Noodle
1713,macaroni biryani 250 gm(59),75,71,Vermicelli Pasta Macaroni Noodle
1714,w/wheat p/aghti 450gm(59),164,147,Vermicelli Pasta Macaroni Noodle
1715,kolson egg noodles 227gm,112,100,Vermicelli Pasta Macaroni Noodle
1716,kolson elbow macaroni 400gm,140,126,Vermicelli Pasta Macaroni Noodle
1717,knor pepper chicken 66g,28,26,Vermicelli Pasta Macaroni Noodle
1718,hot & sour noodles 250 gm(59),80,76,Vermicelli Pasta Macaroni Noodle
1719,agro pak swiyyan u shap 200 gm (92),88,83,Vermicelli Pasta Macaroni Noodle
1720,golden elbow colour macroni 400 gm(32),180,162,Vermicelli Pasta Macaroni Noodle
1721,macaroni italia 400 gm(32),170,153,Vermicelli Pasta Macaroni Noodle
1722,knoor noodles iron+masala/chaska 31 gm,30,28,Vermicelli Pasta Macaroni Noodle
1723,macroni salanti 400 gm (39),185,166,Vermicelli Pasta Macaroni Noodle
1724,shashlik macaroni 250 gm(59),72,68,Vermicelli Pasta Macaroni Noodle
1725,golden mararoni bag 400 gm(32),170,153,Vermicelli Pasta Macaroni Noodle
1726,besto moti vermicelli 350 gm (best food)(38),140,126,Vermicelli Pasta Macaroni Noodle
1727,kolson vermicelli colored 400 gm,95,90,Vermicelli Pasta Macaroni Noodle
1728,shan shoop liquid tastemaker cheese 72 gm(62),75,71,Vermicelli Pasta Macaroni Noodle
1729,insta macaroni creamy(59),148,133,Vermicelli Pasta Macaroni Noodle
1730,golden maearoni shell bag 400 gm(32),170,153,Vermicelli Pasta Macaroni Noodle
1731,crispo spaghetti box pack 900 gm(59),445,400,Vermicelli Pasta Macaroni Noodle
1732,shan shoop liquid tastemaker hot & icy 72 gm (62),71,67,Vermicelli Pasta Macaroni Noodle
1733,lotte lasera premium pasta aghetti 500 gm,170,153,Vermicelli Pasta Macaroni Noodle
1734,fancy spaghetti 500 gms (bake parlor)(59),145,130,Vermicelli Pasta Macaroni Noodle
1735,knor ndl cream onion 66g,28,26,Vermicelli Pasta Macaroni Noodle
1736,iqra sawaian 200 gm (39),110,99,Vermicelli Pasta Macaroni Noodle
1737,tikka macroni 250 gm(59),76,72,Vermicelli Pasta Macaroni Noodle
1738,fauji vermicelli  1 kg,38,36,Vermicelli Pasta Macaroni Noodle
1739,cut pasta vermicelli 160 gm(32),55,52,Vermicelli Pasta Macaroni Noodle
1740,nova capri 280 ml,92,87,Corokery
1741,nova mlody gblt 280 ml,131,117,Corokery
1742,toyo or-fruit set 6+1,722,613,Corokery
1743,nova bistro 370ml,139,125,Corokery
1744,omroc premium delux 280m,81,76,Corokery
1745,omroc lazer 280 ml,74,70,Corokery
1746,toyo nasic cake set 6+1,722,613,Corokery
1747,fruit set all design,588,499,Corokery
1748,omroc mars 300ml,89,84,Corokery
1749,tumblers clover 280 ml,73,69,Corokery
1750,melamine dinner set plate small (writing ways (pvt),146,131,Corokery
1751,tumblers stella 280 ml,74,70,Corokery
1752,toyo nasic kiran 300 ml,75,71,Corokery
1753,toyo victoria w/set prin,1005,804,Corokery
1754,omroc fancy 300 ml,74,70,Corokery
1755,nova carol 310 ml,91,86,Corokery
1756,omroc gala gold wset,976,829,Corokery
1757,nova capri twist 280 ml,92,87,Corokery
1758,melamine dinner set plate large (writing ways (pvt),207,186,Corokery
1759,toyo nasic fiesta tea mug 72,70,66,Corokery
1760,toyo nasic flora jug with lid,415,373,Corokery
1761,toyo delta 300ml,74,70,Corokery
1762,nova rocks 300 ml,87,82,Corokery
1763,3 pieces plastic bowl set albadqa,300,270,Corokery
1764,hi gene toilet roll pink (10 x 10) (ob-v),18,17,Non Food
1765,lifebuoy total 115 gm,44,41,Non Food
1766,lemon max p/bag antibacterial 840 gm(05),138,124,Non Food
1767,softlan 600 ml pouch blue(05),98,93,Non Food
1768,l/b total 115gm trio/f,124,111,Non Food
1769,colgate gentle soap 135 gms (05),70,66,Non Food
1770,express pdr 400 gm (05),84,79,Non Food
1771,capstan international 20 hl cigrate  (only for jails)(96),193,173,Non Food
1772,max liquid 450 ml pouch(05),153,137,Non Food
1773,new palmolive natural citrus & cream 145gm green(05),69,65,Non Food
1774,usc toilet roll (ob-v),21,19,Non Food
1775,dunhill swithc 20 hl cigrate (only for jails)(96),633,538,Non Food
1776,oral b pro expert enamel,196,176,Non Food
1777,koila 5 kg (only for jail) (39),555,471,Non Food
1778,john player gold leaf ff 20 hl cigrate (only for jails)(96),483,434,Non Food
1779,sunsilk shm. long/h. 400,425,382,Non Food
1780,utility mustard oil 200 ml (ob-v),65,61,Non Food
1781,hi gene toilet roll white (10 x 10) (ob-v),22,20,Non Food
1782,non woven fabric bag printed gsm60 18 x 15+4 (ob-v),40,38,Non Food
1783,capstan by pall mall 20 hl cigrate (only for jails)(96),221,198,Non Food
1784,herbbee honey 1000 gm jar b&b import,920,782,Honey
1785,ajwa hony 500 grm,284,255,Honey
1786,marhaba honey 300 gm,280,252,Honey
1787,herbbee honey 300 gm glass b&b import,285,256,Honey
1788,herbbee honey 500 gm jar b&b import,450,405,Honey
1789,utility sella rice kainat 1121 1kg packed by vendor (sub) mv (rmr)(136),345,310,Rice
1790,mughal economy ricebasmati big broken rice5kg(135)(r),491,441,Rice
1791,naubhar premium super basmati rice 1 kg,146,131,Rice
1792,mughal classic 5 kg(135)(r),1530,1224,Rice
1793,“777” super basmati rice (01 kg)(134)(r),425,382,Rice
1794,hasan badshah 1121 sella rice 1kg(133)(r),292,262,Rice
1795,markhore b-i tota rice 5kg(141)(r),950,807,Rice
1796,crown rice basmati tota 5 kg(131)(r),715,607,Rice
1797,sundas super basmati rice 1kg,270,243,Rice
1798,“777” sella rice kainat – 1121 (02 kg)(134)(r),860,731,Rice
1799,kisan super basmati rice 2 kg(132)(r),612,520,Rice
1800,naubhar super biryani rice 5 kg,600,510,Rice
1801,crown rice sella 2 kg(131)(r),560,476,Rice
1802,mughal diamond 1 kg(135)(r),303,272,Rice
1803,mughal diamond 5 kg(135)(r),1515,1212,Rice
1804,kausar sella rice 5 kg,1002,801,Rice
1805,mughal royal classic 1 kg(135)(r),412,370,Rice
1806,hasan gold sella basmati rice 2kg(133)(r),864,734,Rice
1807,sundas super basmati rice 2kg,540,459,Rice
1808,markhore b-i tota rice 1kg (141)(r),190,171,Rice
1809,hasan badshah super rice 10kg(133)(r),2860,2288,Rice
1810,hasan white basmati rice (1121) 2kg(133)(r),820,697,Rice
1811,mughal gold 5 kg(135)(r),1450,1160,Rice
1812,hasan white basmati rice (1121) 1kg(133)(r),410,369,Rice
1813,crown rice sella 1 kg(131)(r),280,252,Rice
1814,suraj  b-i tota rice 5kg,675,573,Rice
1815,utility sella rice kainat 1121 5kg packed by vendor (sub) mv (rmr)(136),1725,1380,Rice
1816,saad gold super  basmati rice 1 kg,274,246,Rice
1817,sunridge umdah basmati rice (tota) 5kg(142)(r),925,786,Rice
1818,hasan shamim two rice 1kg(133)(r),225,202,Rice
1819,saad gold b-1 tota 2 kg,270,243,Rice
1820,“777” super basmati rice (02 kg)(134)(r),850,722,Rice
1821,hasan badshah broken rice 2kg(133)(r),370,333,Rice
1822,hasan shamim two rice 2kg(133)(r),450,405,Rice
1823,national garlic mayo 1 kg(56),599,509,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1824,golden apple jam 450 gms (mitch.)deleted code,97,92,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1825,crispo achari masala 250 gm(59),132,118,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1826,national jelly orange 80 gm(56),55,52,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1827,fauji q.set jellu 42 gm,34,32,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1828,mix marmalade 1.8 kg bkt(47),870,739,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1829,mama blueberry syrup 625 gm btl(69),373,335,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1830,crispo quick set jelly blackcurrent 82 gm pdr(59),117,105,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1831,apple jelly 450 gm (71),288,259,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1832,national jelly crystal p/apple8(56),52,49,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1833,smart real mayonnaise 200 ml (58),215,193,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1834,mit jelly 450 gm,325,292,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1835,mitchells gold apple jam 450gm(44),325,292,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1836,apple jelly 440 gms (shezan)(47),121,108,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1837,shezan classic mayonnaise 400 gm (47),290,261,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1838,shangrilla mustard honey sauce 227 gm(26),745,633,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1839,tops mix fruit 250 ml,22,21,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1840,crispo quick set jelly lemon 82 gm pdr(59),117,105,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1841,mango jam 370 gm(47),258,232,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1842,national mango jam 440 gm(56),280,252,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1843,shezan classic mayonnaise 800 gm (47),540,459,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1844,mix fruit jam 410 gm,90,85,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1845,mitchells apple jam 200gm(44),185,166,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1846,crispo quick set jelly raspberry 82 gm pdr(59),117,105,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1847,national crystal jelly banana 80 gm(56),140,126,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1848,mitchells mixed fruit 1050 gm (44),680,578,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1849,shezan mango jam 190 gm(47),178,160,"Jams, Jelly, Marmalades, Spreads, Mayonnaise"
1850,hub salt brand iodized fine grain salt 800gm,23,21,Spices / Salt
1851,phool rock refined iodized salt 800 gm(73),37,35,Spices / Salt
1852,marvel iodized salt 800 gm (63),60,57,Spices / Salt
1853,eco salt (refined) 800gm (88),40,38,Spices / Salt
1854,eco salt (iodize) 800gm (88),45,42,Spices / Salt
1855,shangrila china salt 100 gm(26),46,43,Spices / Salt
1856,shan table salt 800 gms(62),60,57,Spices / Salt
1857,pink himalayan salt 900 gm (36),77,73,Spices / Salt
1858,shezan table salt 800 gm,57,54,Spices / Salt
1859,shezan iodized salt 800 gms(47),57,54,Spices / Salt
1860,new robin liquid bleach 500 ml (04),499,449,Shoes Polish/Shoes Brush
1861,king shoe cream black 50 ml (80),76,72,Shoes Polish/Shoes Brush
1862,kiwi auto shine tube 83 gm(59),274,246,Shoes Polish/Shoes Brush
1863,double king polishing ong std nutural (80),76,72,Shoes Polish/Shoes Brush
1864,super king tin polish l 30 ml brown (80),66,62,Shoes Polish/Shoes Brush
1865,cherry blossom  black 42 ml (04),475,427,Shoes Polish/Shoes Brush
1866,shoe brush (only for jails) (38),220,198,Shoes Polish/Shoes Brush
1867,super king tin polish l 30 ml black (80),66,62,Shoes Polish/Shoes Brush
1868,rex shoe cream tube 7 colour 50 ml,23,21,Shoes Polish/Shoes Brush
1869,cherry white liquid 75 ml(04),486,437,Shoes Polish/Shoes Brush
1870,shoe brush brown s/s ravi,28,26,Shoes Polish/Shoes Brush
1871,vicking insecticide powder 130 gm m/s king enterprises (80),51,48,Shoes Polish/Shoes Brush
1872,cherry blossom paste polish darktan 100 ml,169,152,Shoes Polish/Shoes Brush
1873,vital soap brown 1000 gm(30),345,310,Washing Soaps
1874,kohinoor ecial quality soap 4 cakes 1 kg,206,185,Washing Soaps
1875,shandaar laundry soap 250 gmsx4 (1 kg)(27),309,278,Washing Soaps
1876,bahu soap vermicellies s quality 800gm(23),305,274,Washing Soaps
1877,hari washing soap 140 gm karachi/sukkur zones,24,22,Washing Soaps
1878,medicame herbal t/paste 1(09),260,234,Tooth Paste
1879,colgate sensitive sensifoam t/ paste 100 gm(05),165,148,Tooth Paste
1880,dentonic t/ paste 125 gm brush pack,107,96,Tooth Paste
1881,colgate sensitive mp 100g bp(05),166,149,Tooth Paste
1882,medicam gel tooth paste  75 gms green(09),160,144,Tooth Paste
1883,combo pack sensodyne original 100 gms  cp rapid action 70 gms(59),398,358,Tooth Paste
1884,colgate slim soft charcoal t/brush(05),187,168,Tooth Paste
1885,t/ paste close up ice 160 gm(55),450,405,Tooth Paste
1886,colgate pro relief 100 gm(05),348,313,Tooth Paste
1887,medicam dental cream 90 gm plain(09),260,234,Tooth Paste
1888,english complete cavity protection t/pastel 70 gm (41),130,117,Tooth Paste
1889,close up tooth paste fire freeze 160 gms(55),227,204,Tooth Paste
1890,sensodyne multi care 100 gm(59),320,288,Tooth Paste
1891,sensodyne regular 75 ml,97,92,Tooth Paste
1892,minto paste awami 25 gm(09),10,9,Tooth Paste
1893,parodontax complete protection extra fresh tooth paste 30 gms(59),90,85,Tooth Paste
1894,sensodyne rp/a 30 gm(59),109,98,Tooth Paste
1895,colgate max fresh t/pasteblue 75 gm(05),195,175,Tooth Paste
1896,colgate total fresh strip t past 160 gm (05),176,158,Tooth Paste
1897,colgate herbal 200 gm,134,120,Tooth Paste
1898,colgate sensitive paste 100gm(05),170,153,Tooth Paste
1899,english antibacterial toothpaste - brush pack70 gms (sarwana)(41),158,142,Tooth Paste
1900,medicam dental cream 180 gm(09),318,286,Tooth Paste
1901,t/ paste close up red 192 gm(55),265,238,Tooth Paste
1902,complete cavity protection t/paste- saver pack140 gm (41),229,206,Tooth Paste
1903,complete cavity protection t/pasteeconomy 28 gm sarwana (41),60,57,Tooth Paste
1904,english herbal t/paste- value pack140 gm (41),295,265,Tooth Paste
1905,sensodyne fluroide 30 gm(59),106,95,Tooth Paste
1906,shield cinnamon 150 gms (tooth paste)(53),202,181,Tooth Paste
